country,city_actual,rating_count,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,scarce_room,hotel_id,offer,offer_cat,year,distance,distance_alter,accommodation_type,nnights,rating
Austria,Vienna,305.0,City centre,Donauturm,Neubau,99,Vienna,3.0,4.0,1171.0,0,22241,0,0% no offer,2017,1.8,4.4,Hotel,1,4.1
Austria,Vienna,105.0,City centre,Donauturm,Neubau,77,Vienna,3.0,4.0,98.0,1,22243,1,15-50% offer,2017,1.5,4.1,Bed and breakfast,1,4.0
Austria,Vienna,6.0,City centre,Donauturm,Neubau,160,Vienna,3.5,,,1,22244,1,1-15% offer,2017,1.6,4.3,Apartment,1,4.6
Austria,Vienna,1.0,City centre,Donauturm,Neubau,160,Vienna,3.5,,,1,22245,1,1-15% offer,2017,1.6,4.3,Apartment,1,5.0
Austria,Vienna,141.0,City centre,Donauturm,Neubau,76,Vienna,3.0,3.5,265.0,0,22246,1,1-15% offer,2017,1.6,4.2,Hotel,1,3.5
Austria,Vienna,14.0,City centre,Donauturm,Neubau,89,Vienna,3.0,4.0,36.0,1,22247,1,15-50% offer,2017,1.6,4.1,Bed and breakfast,1,4.4
Austria,Vienna,6.0,City centre,Donauturm,Neubau,113,Vienna,3.0,,,1,22248,0,0% no offer,2017,0.8,3.6,Hotel,1,3.7
Austria,Vienna,328.0,City centre,Donauturm,Neubau,110,Vienna,4.0,4.5,2436.0,0,22249,1,15-50% offer,2017,0.9,3.6,Hotel,1,4.4
Austria,Vienna,123.0,City centre,Donauturm,Neubau,184,Vienna,4.0,4.5,2431.0,0,22250,1,50%-75% offer,2017,1.0,3.7,Hotel,1,4.6
Austria,Vienna,181.0,City centre,Donauturm,Neubau,33,Vienna,2.0,3.5,308.0,0,22251,1,50%-75% offer,2017,1.7,4.2,Hotel,1,3.2
Austria,Vienna,77.0,City centre,Donauturm,Neubau,1012,Vienna,3.0,4.0,364.0,1,22252,1,1-15% offer,2017,1.0,3.8,Hotel,1,4.3
Austria,Vienna,308.0,City centre,Donauturm,Neubau,99,Vienna,4.0,4.0,612.0,0,22253,1,15-50% offer,2017,1.7,4.4,Hotel,1,4.1
Austria,Vienna,54.0,City centre,Donauturm,Neubau,122,Vienna,3.0,4.0,143.0,1,22254,1,1-15% offer,2017,0.8,3.5,Hotel,1,3.9
Austria,Vienna,544.0,City centre,Donauturm,Neubau,122,Vienna,4.0,4.0,978.0,0,22255,1,1-15% offer,2017,1.7,4.3,Hotel,1,4.3
Austria,Vienna,359.0,City centre,Donauturm,Neubau,105,Vienna,4.0,4.0,816.0,0,22256,0,0% no offer,2017,1.7,4.3,Hotel,1,4.0
Austria,Vienna,3.0,City centre,Donauturm,Neubau,98,Vienna,4.0,,,1,22257,1,15-50% offer,2017,1.7,4.2,Apartment,1,5.0
Austria,Vienna,98.0,City centre,Donauturm,Neubau,109,Vienna,4.0,4.0,582.0,0,22259,1,15-50% offer,2017,1.4,4.0,Hotel,1,4.0
Austria,Vienna,54.0,City centre,Donauturm,Neubau,105,Vienna,3.0,4.5,412.0,1,22260,1,15-50% offer,2017,1.2,3.9,Hotel,1,4.1
Austria,Vienna,22.0,City centre,Donauturm,Ottakring,133,Vienna,2.0,,,1,22265,1,15-50% offer,2017,2.0,4.4,Apartment,1,3.2
Austria,Vienna,4.0,City centre,Donauturm,Ottakring,133,Vienna,2.5,,,1,22266,0,0% no offer,2017,2.3,4.6,Apartment,1,4.3
Austria,Vienna,69.0,City centre,Donauturm,Ottakring,52,Vienna,3.0,3.5,193.0,0,22268,1,15-50% offer,2017,3.1,5.2,Hotel,1,3.5
Austria,Vienna,17.0,City centre,Donauturm,Ottakring,134,Vienna,2.0,,,1,22269,1,15-50% offer,2017,1.8,4.1,Apartment,1,3.7
Austria,Vienna,83.0,City centre,Donauturm,Ottakring,80,Vienna,4.0,4.0,265.0,0,22271,1,15-50% offer,2017,4.1,6.0,Hotel,1,4.0
Austria,Vienna,36.0,City centre,Donauturm,Rudolfsheim-Funfhaus,91,Vienna,2.0,4.0,42.0,1,22272,0,0% no offer,2017,2.9,5.3,Hotel,1,4.0
Austria,Vienna,153.0,City centre,Donauturm,Rudolfsheim-Funfhaus,47,Vienna,2.0,3.5,549.0,1,22274,0,0% no offer,2017,1.9,4.6,Hostel,1,3.7
Austria,Vienna,136.0,City centre,Donauturm,Rudolfsheim-Funfhaus,70,Vienna,4.0,3.5,1020.0,0,22275,1,15-50% offer,2017,1.8,4.4,Hotel,1,3.9
Austria,Vienna,17.0,City centre,Donauturm,Rudolfsheim-Funfhaus,88,Vienna,3.5,,,1,22276,1,1-15% offer,2017,2.3,4.9,Apartment,1,2.2
Austria,Vienna,156.0,City centre,Donauturm,Rudolfsheim-Funfhaus,136,Vienna,3.0,4.5,1452.0,0,22277,1,15-50% offer,2017,1.9,4.5,Hotel,1,4.5
Austria,Vienna,81.0,City centre,Donauturm,Rudolfsheim-Funfhaus,80,Vienna,3.0,4.0,464.0,1,22279,1,15-50% offer,2017,2.1,4.8,Hotel,1,4.1
Austria,Vienna,40.0,City centre,Donauturm,Rudolfsheim-Funfhaus,131,Vienna,2.0,,,1,22280,1,15-50% offer,2017,2.3,4.9,Apartment,1,3.9
Austria,Vienna,54.0,City centre,Donauturm,Rudolfsheim-Funfhaus,81,Vienna,3.0,4.5,635.0,1,22281,1,1-15% offer,2017,2.4,4.9,Hotel,1,4.1
Austria,Vienna,13.0,City centre,Donauturm,Rudolfsheim-Funfhaus,133,Vienna,2.0,,,0,22284,1,15-50% offer,2017,2.5,5.1,Apartment,1,3.7
Austria,Vienna,225.0,City centre,Donauturm,Rudolfsheim-Funfhaus,66,Vienna,4.0,3.5,388.0,1,22285,1,1-15% offer,2017,3.6,6.1,Hotel,1,3.7
Austria,Vienna,144.0,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,3.0,4.0,241.0,0,22286,1,1-15% offer,2017,2.8,5.5,Hotel,1,4.0
Austria,Vienna,2.0,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,3.0,,,1,22287,0,0% no offer,2017,1.8,4.4,Apartment,1,4.5
Austria,Vienna,525.0,City centre,Donauturm,Rudolfsheim-Funfhaus,69,Vienna,4.0,3.5,399.0,0,22288,1,1-15% offer,2017,2.1,4.8,Hotel,1,3.7
Austria,Vienna,113.0,City centre,Donauturm,Rudolfsheim-Funfhaus,83,Vienna,3.0,4.0,260.0,0,22289,1,15-50% offer,2017,2.1,4.8,Hotel,1,4.1
Austria,Vienna,10.0,City centre,Donauturm,Rudolfsheim-Funfhaus,53,Vienna,2.0,4.5,604.0,1,22290,0,0% no offer,2017,1.9,4.6,Hostel,1,4.1
Austria,Vienna,2.0,City centre,Donauturm,Rudolfsheim-Funfhaus,133,Vienna,3.5,,,1,22291,1,15-50% offer,2017,2.7,5.3,Apartment,1,4.0
Austria,Vienna,78.0,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,4.0,3.0,212.0,0,22293,1,15-50% offer,2017,1.8,4.5,Hotel,1,3.9
Austria,Vienna,69.0,City centre,Donauturm,Rudolfsheim-Funfhaus,48,Vienna,2.0,4.5,945.0,1,22294,0,0% no offer,2017,2.0,4.7,Hostel,1,4.5
Austria,Vienna,314.0,City centre,Donauturm,Rudolfsheim-Funfhaus,142,Vienna,4.5,4.0,831.0,0,22295,1,50%-75% offer,2017,2.9,5.5,Hotel,1,4.3
Austria,Vienna,134.0,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,4.0,4.0,7.0,0,22296,1,1-15% offer,2017,1.7,4.3,Hotel,1,3.9
Austria,Vienna,38.0,City centre,Donauturm,Schonbrunn,68,Vienna,3.0,4.0,116.0,1,22299,1,15-50% offer,2017,3.6,6.2,Hotel,1,3.5
Austria,Vienna,65.0,City centre,Donauturm,Schonbrunn,63,Vienna,3.0,3.5,199.0,0,22300,0,0% no offer,2017,2.0,4.8,Hotel,1,3.7
Austria,Vienna,92.0,City centre,Donauturm,Schonbrunn,101,Vienna,3.0,4.5,187.0,0,22301,0,0% no offer,2017,2.1,4.9,Hotel,1,4.5
Austria,Vienna,100.0,City centre,Donauturm,Schonbrunn,75,Vienna,4.0,3.5,309.0,0,22302,1,15-50% offer,2017,2.6,5.4,Hotel,1,3.7
Austria,Vienna,910.0,City centre,Donauturm,Schonbrunn,156,Vienna,4.0,4.0,1122.0,0,22303,0,0% no offer,2017,3.6,6.2,Hotel,1,4.3
Austria,Vienna,79.0,City centre,Donauturm,Schonbrunn,56,Vienna,3.0,4.0,177.0,0,22304,1,15-50% offer,2017,3.7,6.3,Hotel,1,3.5
Austria,Vienna,1541.0,City centre,Donauturm,Schonbrunn,82,Vienna,3.5,4.5,1245.0,0,22306,1,15-50% offer,2017,2.4,5.2,Hotel,1,4.5
Austria,Vienna,183.0,City centre,Donauturm,Schonbrunn,82,Vienna,4.0,4.0,1148.0,0,22307,1,15-50% offer,2017,2.6,5.4,Hotel,1,4.4
Austria,Vienna,30.0,City centre,Donauturm,Schonbrunn,106,Vienna,3.0,3.0,69.0,1,22309,0,0% no offer,2017,4.1,6.8,Hotel,1,3.7
Austria,Vienna,24.0,City centre,Donauturm,Schonbrunn,85,Vienna,3.0,3.0,114.0,1,22310,1,1-15% offer,2017,3.1,5.9,Hotel,1,2.7
Austria,Vienna,18.0,City centre,Donauturm,Schonbrunn,83,Vienna,3.5,,,1,22311,1,15-50% offer,2017,2.6,5.4,Hotel,1,4.5
Austria,Vienna,140.0,City centre,Donauturm,Schonbrunn,92,Vienna,4.0,4.0,753.0,0,22312,1,1-15% offer,2017,2.9,5.6,Hotel,1,4.1
Austria,Vienna,14.0,City centre,Donauturm,Schonbrunn,169,Vienna,3.0,,,1,22314,0,0% no offer,2017,2.3,5.1,Apartment,1,4.3
Austria,Vienna,8.0,City centre,Donauturm,Schonbrunn,77,Vienna,3.0,4.5,79.0,1,22315,1,15-50% offer,2017,2.7,5.4,Guest House,1,3.5
Austria,Schwechat,333.0,City centre,Donauturm,Schwechat,92,Vienna,3.0,4.0,196.0,0,22317,0,0% no offer,2017,11.0,11.0,Hotel,1,4.3
Austria,Schwechat,923.0,City centre,Donauturm,Schwechat,166,Vienna,4.0,4.0,2400.0,0,22318,1,1-15% offer,2017,11.0,11.0,Hotel,1,4.0
Austria,Schwechat,122.0,City centre,Donauturm,Schwechat,137,Vienna,4.0,3.5,191.0,1,22319,0,0% no offer,2017,7.7,7.9,Hotel,1,3.7
Austria,Schwechat,26.0,City centre,Donauturm,Schwechat,99,Vienna,3.0,3.5,191.0,0,22320,0,0% no offer,2017,7.7,7.9,Hotel,1,3.7
Austria,Schwechat,73.0,City centre,Donauturm,Schwechat,140,Vienna,4.0,4.0,127.0,1,22321,0,0% no offer,2017,7.8,8.0,Hotel,1,3.5
Austria,Schwechat,161.0,City centre,Donauturm,Schwechat,80,Vienna,3.0,3.5,247.0,0,22322,0,0% no offer,2017,6.3,6.9,Hotel,1,3.2
Austria,Schwechat,39.0,City centre,Donauturm,Schwechat,91,Vienna,3.0,3.5,161.0,0,22323,0,0% no offer,2017,6.7,8.2,Hotel,1,3.5
Austria,Vienna,2.0,City centre,Donauturm,Vienna,130,Vienna,2.0,,,1,22325,0,0% no offer,2017,2.6,5.4,Apartment,1,4.0
Austria,Vienna,16.0,City centre,Donauturm,Vienna,110,Vienna,3.0,4.5,29.0,1,22326,1,1-15% offer,2017,4.7,7.0,Pension,1,4.3
Austria,Vienna,124.0,City centre,Donauturm,Vienna,117,Vienna,4.0,4.0,192.0,0,22328,0,0% no offer,2017,2.0,3.4,Hotel,1,4.0
Austria,Vienna,9.0,City centre,Donauturm,Vienna,106,Vienna,4.0,4.0,12.0,1,22330,0,0% no offer,2017,5.4,8.1,Pension,1,4.1
Austria,Vienna,33.0,City centre,Donauturm,Vienna,66,Vienna,3.0,3.5,129.0,0,22331,0,0% no offer,2017,3.9,6.4,Hotel,1,3.7
Austria,Vienna,16.0,City centre,Donauturm,Vienna,266,Vienna,5.0,5.0,2.0,1,22332,1,1-15% offer,2017,3.5,1.3,Apartment,1,4.6
Austria,Vienna,57.0,City centre,Donauturm,Vienna,58,Vienna,2.0,3.5,1051.0,0,22333,0,0% no offer,2017,2.4,3.7,Hotel,1,3.5
Austria,Vienna,21.0,City centre,Donauturm,Vienna,81,Vienna,3.5,3.0,12.0,1,22334,1,1-15% offer,2017,3.7,6.4,Hotel,1,4.1
Austria,Vienna,160.0,City centre,Donauturm,Vienna,109,Vienna,4.0,3.5,386.0,0,22335,1,1-15% offer,2017,3.5,6.2,Hotel,1,4.0
Austria,Vienna,985.0,City centre,Donauturm,Vienna,114,Vienna,4.5,4.5,2454.0,0,22336,1,50%-75% offer,2017,2.3,1.9,Hotel,1,4.3
Austria,Vienna,69.0,City centre,Donauturm,Vienna,125,Vienna,3.5,4.0,261.0,0,22337,1,1-15% offer,2017,2.3,1.1,Apart-hotel,1,4.4
Austria,Vienna,51.0,City centre,Donauturm,Vienna,69,Vienna,3.0,3.5,53.0,1,22338,1,1-15% offer,2017,1.7,1.8,Guest House,1,3.7
Austria,Vienna,72.0,City centre,Donauturm,Vienna,97,Vienna,4.0,4.0,277.0,0,22340,1,15-50% offer,2017,3.1,5.9,Hotel,1,4.0
Austria,Vienna,65.0,City centre,Donauturm,Vienna,74,Vienna,4.0,4.0,73.0,1,22341,1,15-50% offer,2017,4.8,7.3,Hotel,1,3.9
Austria,Vienna,147.0,City centre,Donauturm,Vienna,69,Vienna,4.0,3.5,320.0,0,22342,1,15-50% offer,2017,3.7,6.4,Hotel,1,3.7
Austria,Vienna,45.0,City centre,Donauturm,Vienna,83,Vienna,4.0,3.5,121.0,0,22343,1,15-50% offer,2017,3.9,6.6,Hotel,1,4.0
Austria,Vienna,50.0,City centre,Donauturm,Vienna,50,Vienna,3.0,4.0,12.0,0,22344,1,15-50% offer,2017,3.9,6.6,Hotel,1,3.9
Austria,Vienna,27.0,City centre,Donauturm,Vienna,130,Vienna,2.0,3.5,36.0,0,22345,1,15-50% offer,2017,4.7,7.4,Apartment,1,3.2
Austria,Vienna,2.0,City centre,Donauturm,Vienna,134,Vienna,3.0,,,1,22346,1,1-15% offer,2017,3.7,6.2,Apartment,1,3.0
Austria,Vienna,12.0,City centre,Donauturm,Vienna,134,Vienna,3.0,,,1,22347,1,15-50% offer,2017,6.9,9.6,Apartment,1,4.0
Austria,Vienna,26.0,City centre,Donauturm,Vienna,77,Vienna,3.0,3.5,21.0,1,22348,0,0% no offer,2017,3.7,5.0,Hotel,1,4.0
Austria,Vienna,28.0,City centre,Donauturm,Vienna,102,Vienna,3.0,4.5,204.0,0,22349,0,0% no offer,2017,5.3,7.6,Hotel,1,4.0
Austria,Vienna,30.0,City centre,Donauturm,Vienna,56,Vienna,3.5,3.5,88.0,1,22350,1,1-15% offer,2017,2.5,5.2,Apartment,1,3.2
Austria,Vienna,1.0,City centre,Donauturm,Vienna,185,Vienna,3.0,,,1,22351,1,15-50% offer,2017,2.7,5.4,Apartment,1,3.0
Austria,Vienna,12.0,City centre,Donauturm,Vienna,130,Vienna,3.0,4.0,20.0,1,22353,0,0% no offer,2017,6.6,9.4,Hotel,1,4.4
Austria,Vienna,171.0,City centre,Donauturm,Vienna,78,Vienna,3.0,4.0,811.0,0,22354,0,0% no offer,2017,3.2,4.5,Hotel,1,4.3
Austria,Vienna,34.0,City centre,Donauturm,Vienna,76,Vienna,3.0,4.0,61.0,1,22355,1,1-15% offer,2017,3.3,4.6,Hotel,1,3.7
Austria,Vienna,69.0,City centre,Donauturm,Vienna,68,Vienna,4.0,3.5,87.0,1,22356,1,1-15% offer,2017,4.5,5.2,Hotel,1,4.0
Austria,Vienna,84.0,City centre,Donauturm,Vienna,116,Vienna,4.0,4.0,493.0,0,22358,1,15-50% offer,2017,2.7,3.7,Hotel,1,4.0
Austria,Vienna,212.0,City centre,Donauturm,Vienna,172,Vienna,4.0,4.0,401.0,1,22359,1,1-15% offer,2017,2.2,3.8,Hotel,1,4.1
Austria,Vienna,15.0,City centre,Donauturm,Vienna,80,Vienna,2.0,3.5,187.0,1,22361,0,0% no offer,2017,5.2,7.6,Hostel,1,3.2
Austria,Vienna,12.0,City centre,Donauturm,Vienna,87,Vienna,3.0,4.0,30.0,1,22362,0,0% no offer,2017,2.4,3.9,Hotel,1,4.0
Austria,Vienna,89.0,City centre,Donauturm,Vienna,90,Vienna,3.0,3.0,78.0,1,22363,1,1-15% offer,2017,4.6,7.4,Hotel,1,3.0
Austria,Vienna,74.0,City centre,Donauturm,Vienna,100,Vienna,3.5,4.0,282.0,1,22364,1,15-50% offer,2017,2.7,4.2,Hotel,1,4.4
Austria,Vienna,3.0,City centre,Donauturm,Vienna,173,Vienna,2.0,,,1,22365,1,15-50% offer,2017,3.1,4.6,Apartment,1,3.2
Austria,Vienna,44.0,City centre,Donauturm,Vienna,92,Vienna,2.0,3.5,35.0,1,22366,0,0% no offer,2017,2.5,4.1,Pension,1,3.2
Austria,Vienna,6.0,City centre,Donauturm,Vienna,133,Vienna,2.0,,,1,22369,1,15-50% offer,2017,2.6,5.3,Apartment,1,3.7
Austria,Vienna,3.0,City centre,Donauturm,Vienna,134,Vienna,3.5,,,1,22370,1,50%-75% offer,2017,5.1,7.7,Apartment,1,3.2
Austria,Vienna,2.0,City centre,Donauturm,Vienna,209,Vienna,3.0,,,1,22371,1,15-50% offer,2017,5.2,7.8,Apartment,1,4.0
Austria,Vienna,44.0,City centre,Donauturm,Vienna,66,Vienna,3.0,,,1,22372,1,75%+ offer ,2017,1.6,1.8,Apartment,1,4.4
Austria,Vienna,35.0,City centre,Donauturm,Vienna,114,Vienna,4.0,5.0,12.0,1,22373,1,50%-75% offer,2017,1.4,2.2,Apartment,1,4.9
Austria,Voesendorf,38.0,City centre,Donauturm,Voesendorf,89,Vienna,4.0,3.0,73.0,0,22377,0,0% no offer,2017,7.0,9.7,Hotel,1,3.5
Austria,Voesendorf,115.0,City centre,Donauturm,Voesendorf,92,Vienna,4.0,3.5,545.0,0,22378,0,0% no offer,2017,7.1,9.9,Hotel,1,3.7
Austria,Vienna,186.0,City centre,Donauturm,Wahring,84,Vienna,3.0,4.5,982.0,0,22380,1,15-50% offer,2017,1.9,2.7,Hotel,1,4.4
Austria,Vienna,27.0,City centre,Donauturm,Wahring,124,Vienna,2.0,2.5,26.0,1,22381,1,15-50% offer,2017,1.8,3.2,Apartment,1,3.5
Austria,Vienna,45.0,City centre,Donauturm,Wahring,185,Vienna,4.0,4.0,142.0,1,22382,0,0% no offer,2017,2.1,3.0,Hotel,1,4.4
Austria,Vienna,168.0,City centre,Donauturm,Wahring,85,Vienna,4.0,3.5,553.0,0,22384,1,1-15% offer,2017,3.0,3.2,Hotel,1,4.0
Austria,Vienna,1.0,City centre,Donauturm,Wahring,133,Vienna,2.0,,,1,22385,1,15-50% offer,2017,1.9,3.1,Apartment,1,4.0
Austria,Vienna,77.0,City centre,Donauturm,Wieden,110,Vienna,3.5,4.5,116.0,0,22386,0,0% no offer,2017,1.6,4.0,Hotel,1,4.5
Austria,Vienna,72.0,City centre,Donauturm,Wieden,86,Vienna,3.0,4.0,89.0,0,22387,0,0% no offer,2017,1.6,4.0,Hotel,1,4.3
Austria,Vienna,158.0,City centre,Donauturm,Wieden,118,Vienna,4.0,4.0,436.0,0,22388,0,0% no offer,2017,1.0,3.6,Hotel,1,4.1
Austria,Vienna,15.0,City centre,Donauturm,Wieden,126,Vienna,3.5,,,1,22389,1,1-15% offer,2017,0.9,3.6,Hotel,1,4.5
Austria,Vienna,291.0,City centre,Donauturm,Wieden,92,Vienna,3.0,4.0,688.0,0,22390,1,15-50% offer,2017,1.3,3.9,Hotel,1,4.3
Austria,Vienna,317.0,City centre,Donauturm,Wieden,197,Vienna,4.0,4.5,1840.0,1,22391,1,15-50% offer,2017,0.8,3.5,Hotel,1,4.8
Austria,Vienna,193.0,City centre,Donauturm,Wieden,39,Vienna,2.5,3.5,69.0,1,22393,0,0% no offer,2017,1.3,4.0,Guest House,1,3.5
Austria,Vienna,280.0,City centre,Donauturm,Wieden,135,Vienna,4.0,4.0,1121.0,0,22394,0,0% no offer,2017,1.2,3.9,Hotel,1,4.5
Austria,Vienna,47.0,City centre,Donauturm,Wieden,125,Vienna,4.0,4.5,229.0,0,22395,1,15-50% offer,2017,1.2,3.7,Hotel,1,4.4
Austria,Vienna,7.0,City centre,Donauturm,Wieden,67,Vienna,2.0,4.5,1583.0,0,22396,0,0% no offer,2017,1.0,3.8,Hostel,1,3.4
Austria,Vienna,125.0,City centre,Donauturm,Wieden,134,Vienna,4.0,4.5,615.0,0,22397,1,1-15% offer,2017,0.8,3.5,Hotel,1,4.5
Austria,Vienna,34.0,City centre,Donauturm,Wieden,91,Vienna,3.0,3.5,383.0,1,22398,1,15-50% offer,2017,0.9,3.7,Hotel,1,3.5
Austria,Vienna,112.0,City centre,Donauturm,Wieden,110,Vienna,3.0,4.0,263.0,0,22399,0,0% no offer,2017,0.8,3.6,Hotel,1,3.9
Austria,Vienna,1.0,City centre,Donauturm,Wieden,84,Vienna,3.5,,,1,22400,0,0% no offer,2017,0.9,3.6,Apartment,1,5.0
Austria,Vienna,77.0,City centre,Donauturm,Wieden,100,Vienna,3.0,4.0,149.0,1,22401,1,1-15% offer,2017,1.2,3.7,Hotel,1,4.0
Austria,Vienna,572.0,City centre,Donauturm,Wieden,95,Vienna,4.0,4.0,1003.0,1,22402,1,1-15% offer,2017,1.5,3.9,Hotel,1,4.1
Austria,Vienna,53.0,City centre,Donauturm,Wieden,73,Vienna,3.0,3.0,293.0,1,22403,1,1-15% offer,2017,1.5,4.0,Hotel,1,3.4
Austria,Vienna,2.0,City centre,Donauturm,Wieden,109,Vienna,3.0,3.0,14.0,1,22404,1,50%-75% offer,2017,1.5,3.8,Apartment,1,5.0
Austria,Vienna,145.0,City centre,Donauturm,Wieden,185,Vienna,5.0,4.0,740.0,0,22406,1,15-50% offer,2017,0.8,3.6,Hotel,1,4.3
Austria,Vienna,112.0,City centre,Donauturm,Wieden,100,Vienna,4.0,4.5,1006.0,1,22407,0,0% no offer,2017,1.0,3.7,Hotel,1,4.4
Austria,Vienna,169.0,City centre,Donauturm,Wieden,58,Vienna,3.0,3.0,135.0,0,22408,1,15-50% offer,2017,1.4,4.1,Hotel,1,3.2
Austria,Vienna,80.0,City centre,Donauturm,Wieden,110,Vienna,3.5,,,1,22409,1,1-15% offer,2017,0.7,3.5,Apartment,1,4.0
